Experiment	Subject	Age	Gender	Num_Chinese	English	Trial	RT	Item	Key_T	Error	Duration	SyLen_factor	SegLen_factor	SegName	Syllables	SyStruct	Block	Decay_boxcox	HD	PND	NF	Freq
exp1	p15	18	F	3	8	94	0.89	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p31	18	F	1	7	4	0.807	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p08	23	F	2	7	126	0.652	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p28	21	M	2	8	34	0.69	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p33	20	F	2	1	81	0.887	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p23	19	M	3	6	41	0.826	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p05	19	M	2	7	25	0.812	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p18	21	F	3	6	83	0.782	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p13	19	F	1	8	81	1.129	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p09	24	F	1	5	126	0.823	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p11	22	F	3	7	4	0.741	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p34	28	M	2	5	121	1.194	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p30	35	M	3	6	102	0.987	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p24	19	M	1	7	109	0.598	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p25	23	M	2	8	41	0.817	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p29	20	F	3	8	25	1.015	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p16	19	F	1	8	121	0.772	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p01	27	F	2	6	127	0.914	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p20	23	F	1	5	83	0.905	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p03	25	F	2	9	127	0.606	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p32	24	F	3	6	126	0.933	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p14	24	F	2	6	94	0.254	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p10	20	F	2	8	4	0.684	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p19	20	M	2	6	50	0.948	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p07	24	F	3	6	102	0.718	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p26	20	M	3	5	109	0.533	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p21	22	F	1	8	50	0.746	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p06	22	F	6	8	102	0.716	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p04	19	M	2	5	25	0.709	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p02	19	M	2	7	127	0.747	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p12	21	F	2	8	81	0.664	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p27	29	M	2	9	34	0.952	ceng2	c@N2	cheng2	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp1	p17	20	F	2	8	121	0.927	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	15	4.208	3.235
exp3	p01	25	F	3	7	42	0.787	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	15	4.208	3.235
exp3	p02	24	F	1	7	86	0.855	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p03	34	M	2	7	49	0.981	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	15	4.208	3.235
exp3	p04	28	F	2	7	12	0.917	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p05	28	F	3	6	83	0.901	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p06	27	M	2	6	33	0.867	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p07	26	M	1	6	113	0.878	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	15	4.208	3.235
exp3	p08	24	F	1	6	81	0.703	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p09	25	F	1	7	9	0.725	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p10	21	F	2	7	14	0.802	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p11	33	M	1	5	6	0.847	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p12	28	F	2	6	86	0.537	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p13	28	M	1	6	85	0.755	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p14	28	F	2	7	48	0.869	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	15	4.208	3.235
exp3	p15	24	F	3	7	119	0.7	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	15	4.208	3.235
exp3	p16	29	F	2	6	105	0.702	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p17	27	M	1	6	77	0.779	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p18	25	F	3	7	81	0.865	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p19	27	F	2	7	117	0.929	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	15	4.208	3.235
exp3	p20	26	F	2	7	86	0.843	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p21	26	F	2	7	78	0.939	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p22	26	M	1	7	14	1.047	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p23	23	F	3	7	85	0.957	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p24	23	F	1	7	48	0.927	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	15	4.208	3.235
exp3	p25	19	M	2	9	47	1.012	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	15	4.208	3.235
exp3	p26	19	F	2	7	141	0.965	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	15	4.208	3.235
exp3	p27	20	F	3	7	77	0.793	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	15	4.208	3.235
exp3	p29	30	F	2	7	9	0.853	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p30	23	F	2	7	9	0.888	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p31	38	F	1	8	50	0.73	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	15	4.208	3.235
exp3	p32	19	F	1	7	114	0.886	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	15	4.208	3.235
exp3	p33	19	F	2	8	50	0.789	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	15	4.208	3.235
exp3	p34	27	F	2	7	13	0.803	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p35	32	F	3	8	12	0.8	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp3	p36	24	M	3	7	119	0.633	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	15	4.208	3.235
exp2	p30	23	F	2	8	104	0.672	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99649	1	15	4.208	3.235
exp2	p47	23	F	1	7	51	0.983	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99744	1	15	4.208	3.235
exp2	p24	21	M	2	6	14	1.064	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p25	23	M	2	6	91	0.88	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99668	1	15	4.208	3.235
exp2	p02	26	M	3	8	137	0.913	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99631	1	15	4.208	3.235
exp2	p41	26	F	1	6	60	1.366	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99794	1	15	4.208	3.235
exp2	p28	23	F	1	8	91	0.949	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99663	1	15	4.208	3.235
exp2	p32	26	F	2	5	131	0.854	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99703	1	15	4.208	3.235
exp2	p16	20	F	3	7	136	0.843	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99748	1	15	4.208	3.235
exp2	p04	24	F	1	5	137	0.888	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99642	1	15	4.208	3.235
exp2	p29	20	M	4	6	104	0.786	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99674	1	15	4.208	3.235
exp2	p43	26	M	2	7	60	1.255	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99754	1	15	4.208	3.235
exp2	p20	23	M	2	7	112	0.866	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99779	1	15	4.208	3.235
exp2	p19	26	F	3	8	136	0.797	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99735	1	15	4.208	3.235
exp2	p27	23	F	1	8	91	0.912	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99694	1	15	4.208	3.235
exp2	p09	19	M	2	7	35	0.82	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p38	24	F	1	6	93	0.879	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99712	1	15	4.208	3.235
exp2	p23	23	F	3	8	14	0.837	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p17	23	M	3	5	136	0.907	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99743	1	15	4.208	3.235
exp2	p14	38	M	2	5	112	0.838	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99738	1	15	4.208	3.235
exp2	p40	22	F	2	7	93	0.915	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99698	1	15	4.208	3.235
exp2	p21	21	F	3	5	14	0.867	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p05	23	F	3	7	137	0.727	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99636	1	15	4.208	3.235
exp2	p10	28	M	2	7	112	0.935	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99685	1	15	4.208	3.235
exp2	p22	22	F	2	7	14	0.903	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p18	19	F	2	6	136	1.213	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	15	4.208	3.235
exp2	p13	28	M	2	6	112	0.818	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99767	1	15	4.208	3.235
exp2	p07	26	F	3	7	35	1.028	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p46	29	F	2	7	51	1.092	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.9981	1	15	4.208	3.235
exp2	p31	38	F	2	6	131	0.723	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.997	1	15	4.208	3.235
exp2	p33	26	F	1	6	131	0.807	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.9967	1	15	4.208	3.235
exp2	p34	26	M	2	6	131	0.856	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99798	1	15	4.208	3.235
exp2	p45	23	F	2	7	51	0.854	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99762	1	15	4.208	3.235
exp2	p42	20	F	1	7	60	0.862	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99804	1	15	4.208	3.235
exp2	p01	19	M	2	7	137	0.837	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99634	1	15	4.208	3.235
exp2	p06	21	F	3	8	35	1.085	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p08	19	M	3	7	35	0.815	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p37	20	F	3	8	93	0.803	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99726	1	15	4.208	3.235
exp2	p39	22	M	2	8	93	0.886	ceng2	c@N2	cheng2	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99792	1	15	4.208	3.235
exp2	p03	28	F	1	7	137	1.002	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99639	1	15	4.208	3.235
exp2	p15	23	F	1	7	136	1.079	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99752	1	15	4.208	3.235
exp2	p26	24	F	1	7	91	0.811	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99676	1	15	4.208	3.235
exp2	p36	31	M	2	8	104	1.113	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99766	1	15	4.208	3.235
exp2	p11	25	M	3	8	35	0.904	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	15	4.208	3.235
exp2	p35	23	F	2	6	104	0.784	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99802	1	15	4.208	3.235
exp2	p44	23	F	2	8	60	0.882	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99746	1	15	4.208	3.235
exp2	p12	26	M	2	6	112	0.849	ceng2	c@N2	0	611	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99759	1	15	4.208	3.235
exp2	p40	22	F	2	7	67	0.834	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99806	1	18	3.827	3.595
exp3	p22	26	M	1	7	21	0.972	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp3	p23	23	F	3	7	87	0.987	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	18	3.827	3.595
exp3	p24	23	F	1	7	45	0.902	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	18	3.827	3.595
exp3	p27	20	F	3	7	105	0.756	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b3	NA	1	18	3.827	3.595
exp3	p29	30	F	2	7	30	0.867	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp3	p30	23	F	2	7	4	0.911	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp3	p31	38	F	1	8	63	0.637	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	18	3.827	3.595
exp3	p32	19	F	1	7	141	0.814	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	18	3.827	3.595
exp3	p33	19	F	2	8	57	0.842	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	18	3.827	3.595
exp3	p34	27	F	2	7	15	0.812	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp3	p35	32	F	3	8	9	0.834	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp3	p36	24	M	3	7	114	0.734	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	NA	1	18	3.827	3.595
exp2	p06	21	F	3	8	121	1.008	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99678	1	18	3.827	3.595
exp2	p21	21	F	3	5	127	0.833	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99687	1	18	3.827	3.595
exp2	p16	20	F	3	7	77	1.049	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99775	1	18	3.827	3.595
exp2	p31	38	F	2	6	29	0.762	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p44	23	F	2	8	47	1.205	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99746	1	18	3.827	3.595
exp2	p46	29	F	2	7	59	1.394	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.9981	1	18	3.827	3.595
exp2	p39	22	M	2	8	67	0.91	cang2	caN2	chang2	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99814	1	18	3.827	3.595
exp2	p30	23	F	2	8	13	0.979	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p04	24	F	1	5	45	0.823	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p47	23	F	1	7	59	1.038	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99744	1	18	3.827	3.595
exp2	p19	26	F	3	8	77	0.81	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99774	1	18	3.827	3.595
exp2	p11	25	M	3	8	121	0.808	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99772	1	18	3.827	3.595
exp2	p13	28	M	2	6	37	0.924	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p14	38	M	2	5	37	0.894	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p34	26	M	2	6	29	1.065	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p27	23	F	1	8	87	1.233	cang2	caN2	ceng2	618	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99694	1	18	3.827	3.595
exp2	p43	26	M	2	7	47	0.855	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99754	1	18	3.827	3.595
exp2	p29	20	M	4	6	13	0.864	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p15	23	F	1	7	77	0.975	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99783	1	18	3.827	3.595
exp2	p17	23	M	3	5	77	0.912	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99809	1	18	3.827	3.595
exp2	p05	23	F	3	7	45	0.789	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p18	19	F	2	6	77	1.183	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	NA	1	18	3.827	3.595
exp2	p33	26	F	1	6	29	0.875	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p03	28	F	1	7	45	1.103	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p38	24	F	1	6	67	0.837	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99795	1	18	3.827	3.595
exp2	p42	20	F	1	7	47	1.031	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99804	1	18	3.827	3.595
exp2	p22	22	F	2	7	127	1.162	cang2	caN2	ceng3	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.9971	1	18	3.827	3.595
exp2	p09	19	M	2	7	121	0.696	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99736	1	18	3.827	3.595
exp2	p20	23	M	2	7	37	1.151	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p24	21	M	2	6	127	0.998	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99713	1	18	3.827	3.595
exp2	p28	23	F	1	8	87	0.995	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99663	1	18	3.827	3.595
exp2	p41	26	F	1	6	47	1.344	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99794	1	18	3.827	3.595
exp2	p10	28	M	2	7	37	0.976	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p12	26	M	2	6	37	0.878	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b1	NA	1	18	3.827	3.595
exp2	p07	26	F	3	7	121	1.125	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.9979	1	18	3.827	3.595
exp2	p45	23	F	2	7	59	1.031	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b2	0.99762	1	18	3.827	3.595
exp2	p08	19	M	3	7	121	0.804	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99803	1	18	3.827	3.595
exp2	p26	24	F	1	7	87	0.833	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99676	1	18	3.827	3.595
exp2	p23	23	F	3	8	127	0.721	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b4	0.99717	1	18	3.827	3.595
exp2	p25	23	M	2	6	87	0.801	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	b3	0.99668	1	18	3.827	3.595
exp1	p19	20	M	2	6	37	0.82	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
exp1	p33	20	F	2	1	77	0.942	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
exp1	p10	20	F	2	8	117	0.781	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
exp1	p12	21	F	2	8	77	0.697	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
exp1	p21	22	F	1	8	37	0.635	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
exp1	p30	35	M	3	6	27	0.929	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
exp1	p20	23	F	1	5	57	0.907	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
exp1	p06	22	F	6	8	27	0.796	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
exp1	p32	24	F	3	6	67	0.905	cang2	caN2	0	618	sy1	seg3	3-Segment	Monosyllable	CVN	NA	NA	1	18	3.827	3.595
